road_id,road_name,road_type,proposed_trees,species_english,species_arabic,selection_reason,estimated_cost_egp,total_length_m,eligible_length_m,excluded_length_m
KED-ROAD-02750,شارع 5,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.08,22.1,11.99
KED-ROAD-00202,شارع على مبروك خفاجه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.76,24.77,11.99
KED-ROAD-05310,شارع مسجد السلام,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.14,21.14,12.0
KED-ROAD-05311,شارع مسجد السلام,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.14,21.14,12.0
KED-ROAD-02389,شارع سعد خليل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.64,26.65,11.99
KED-ROAD-02390,شارع سعد خليل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.64,26.65,11.99
KED-ROAD-03855,شارع سلام,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.45,25.46,11.99
KED-ROAD-02396,شارع 33,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.44,22.45,11.99
KED-ROAD-02397,شارع 33,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.44,22.45,11.99
KED-ROAD-02401,شارع نجم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.55,24.56,11.99
KED-ROAD-02402,شارع 32,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.31,24.31,12.0
KED-ROAD-02403,شارع 32,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.31,24.31,12.0
KED-ROAD-02411,شارع الحاج مسعود خليل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.24,27.26,11.99
KED-ROAD-04361,شارع رياض,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.5,24.51,11.99
KED-ROAD-04362,شارع رياض,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.5,24.51,11.99
KED-ROAD-04685,شارع مبره محمد على,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.37,21.39,11.99
KED-ROAD-03710,شارع بورسعيد,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,38.71,26.72,11.99
KED-ROAD-03711,شارع بورسعيد,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,38.71,26.72,11.99
KED-ROAD-02768,شارع صلاح عبد العزيز,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.99,27.0,11.99
KED-ROAD-02769,شارع صلاح عبد العزيز,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.99,27.0,11.99
KED-ROAD-02335,شارع 4,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.88,23.89,11.99
KED-ROAD-03929,شارع الشيخ,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.0,27.01,12.0
KED-ROAD-03930,شارع الشيخ,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.0,27.01,12.0
KED-ROAD-03917,شارع المحكمه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.06,25.94,12.12
KED-ROAD-03918,شارع المحكمه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.06,25.94,12.12
KED-ROAD-03921,شارع عراقى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.94,25.94,12.0
KED-ROAD-03922,شارع عراقى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.94,25.94,12.0
KED-ROAD-02336,شارع 4,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.88,23.89,11.99
KED-ROAD-02819,شارع عبد الرزاق عبد الحميد,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.47,21.47,12.0
KED-ROAD-02820,شارع عبد الرزاق عبد الحميد,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.47,21.47,12.0
KED-ROAD-02412,شارع الحاج مسعود خليل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.24,27.26,11.99
KED-ROAD-02376,شارع نجم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.04,26.05,11.99
KED-ROAD-02377,شارع نجم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.04,26.05,11.99
KED-ROAD-02380,شارع نجم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.55,24.56,11.99
KED-ROAD-02385,شارع 2,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.07,27.08,11.99
KED-ROAD-02386,شارع 2,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.07,27.08,11.99
KED-ROAD-02840,شارع احمد عرابى,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,43.2,31.21,11.99
KED-ROAD-03664,شارع الرزق,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.49,22.5,11.99
KED-ROAD-03665,شارع الرزق,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.49,22.5,11.99
KED-ROAD-04686,شارع مبره محمد على,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.37,21.39,11.99
KED-ROAD-04704,شارع اللواء محمود ابراهيم الكومى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.4,24.41,11.99
KED-ROAD-04705,شارع اللواء محمود ابراهيم الكومى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.4,24.41,11.99
